,comment,Labeling,clean_text
741,"lah itu layar dashboardnya aja nutupin kaca depan, mmg sih masih konsep",negatif,lah itu layar dashboardnya aja nutupin kaca depan mmg sih masih konsep
742,Ignis cros🎉,positif,ignis cros
743,Ini beberapa harga om? 1:38,netral,ini beberapa harga om 138
744,"Kelamaan, mobil Tiongkok udah banjir di sini, ini masih konsep2 aja. Padahal Toyota udah mulai produksi dari kemarin2",negatif,kelamaan mobil tiongkok udah banjir di sini ini masih konsep2 aja padahal toyota udah mulai produksi dari kemarin2
745,Bukan mpv ya.. mn bisa lawan m6 byd😂,negatif,bukan mpv ya mn bisa lawan m6 byd
746,"Pesan pertama buat SUZUKI, kalau memang mobil ini mau di jual di Indonesia, siapkan atau tersediakan spare partnya! Jangan kayak Hybridnya, beli Aki buat Hybrid aja perlu indent 2 - 3 bulan buset deh!",negatif,pesan pertama buat suzuki kalau memang mobil ini mau di jual di indonesia siapkan atau tersediakan spare partnya jangan kayak hybridnya beli aki buat hybrid aja perlu indent 2  3 bulan buset deh
747,04:29 susah banget buka pintunya,negatif,0429 susah banget buka pintunya
748,Yang pasti selama infrastruktur dan ekosistem ev di Indonesia belum berkembang belum menarik untuk menggunakan ev sebagai daily driver kecuali buat mereka yang fomo dan punya duit lebih,positif,yang pasti selama infrastruktur dan ekosistem ev di indonesia belum berkembang belum menarik untuk menggunakan ev sebagai daily driver kecuali buat mereka yang fomo dan punya duit lebih
749,"langsung ke 7 seater aja.. ev tembus 600km tapi harga di 350-450jt, dijamin laris krn bisa dipakai mudik.",positif,langsung ke 7 seater aja ev tembus 600km tapi harga di 350450jt dijamin laris krn bisa dipakai mudik
750,"Iterior boleh berubah tapi eksterior jangan. EVX sudah lumayan dapat perhatian karena designnya cukup menarik. Masalah harga, silahkan komparasi dengan mobil produk China yang setera.",positif,iterior boleh berubah tapi eksterior jangan evx sudah lumayan dapat perhatian karena designnya cukup menarik masalah harga silahkan komparasi dengan mobil produk china yang setera
751,"Toyota aja gagal di EV, apalagi pabrikan kecil macam Suzuki. Dulu model Suzuki itu bagus, sempat punya Swift juga. Brand new di tahun 2006. Desain Eropa. Swift yang sekarang, astaga. My next EV will be Chinese Inshallah. BYD Seal.",negatif,toyota aja gagal di ev apalagi pabrikan kecil macam suzuki dulu model suzuki itu bagus sempat punya swift juga brand new di tahun 2006 desain eropa swift yang sekarang astaga my next ev will be chinese inshallah byd seal
752,bused bantai ?? kata2nya min walah,netral,bused bantai  kata2nya min walah
753,"Nanya sendiri, jawab sendiri bang 😢",netral,nanya sendiri jawab sendiri bang 
754, @AANJAY_  anjaaayyyyyy terus gimana dong takut di hujat,netral,aanjay anjaaayyyyyy terus gimana dong takut di hujat
755,nanti sampai kampung repot nge charge dimana,negatif,nanti sampai kampung repot nge charge dimana
756,Byd m6,netral,byd m6
757,orang2 uda pada jualan dia masi bikin konsep...definisi ketinggalan yang sesungguhnya:face-blue-smiling:,negatif,orang2 uda pada jualan dia masi bikin konsepdefinisi ketinggalan yang sesungguhnyafacebluesmiling
758,"brand jepang terlalu banyak concept yang hanya jadi arena pameran, ujung-ujungnya  gak akan dijual di indo. adapun dijual di indo pasti banyak disunat terkait fitur dan bahannya. resiko pasar indo dianak tirikan, giliran brand china masuk dan brand korea mulai berbenah baik akhirnya brand jepang mulai kelimpungan.",negatif,brand jepang terlalu banyak concept yang hanya jadi arena pameran ujungujungnya  gak akan dijual di indo adapun dijual di indo pasti banyak disunat terkait fitur dan bahannya resiko pasar indo dianak tirikan giliran brand china masuk dan brand korea mulai berbenah baik akhirnya brand jepang mulai kelimpungan
759,konsepnya suzuki ama kenyataannya bedanya ya bisa dilihat sendiri lah dari produk2 sebelumnya..,negatif,konsepnya suzuki ama kenyataannya bedanya ya bisa dilihat sendiri lah dari produk2 sebelumnya
760,Bocoran dari lampunya aja dari keliatan aneh,negatif,bocoran dari lampunya aja dari keliatan aneh
761,Yakin banget versi mass produknya pasti jauh dari konsep 😂😂😂,negatif,yakin banget versi mass produknya pasti jauh dari konsep 
762,"Kenapa ga langsung pamerin yang versi Mass Pro nya aja, penggemar suzuki kayak nya emang sudah menunggu produk suzuki yang beda dari versi yang dijual sekarang, seperti ertiga xl 7 grand vitara dengan mesin yang sama.",positif,kenapa ga langsung pamerin yang versi mass pro nya aja penggemar suzuki kayak nya emang sudah menunggu produk suzuki yang beda dari versi yang dijual sekarang seperti ertiga xl 7 grand vitara dengan mesin yang sama
763,"Ya hargai lah, meski concept india.. semoga enggak jad ekspresoo wkwkwkw",positif,ya hargai lah meski concept india semoga enggak jad ekspresoo wkwkwkw
764,Maruti ya yang bikin? tapi kalo liat bentuk konsepnya sih lumayan,positif,maruti ya yang bikin tapi kalo liat bentuk konsepnya sih lumayan
765,Kecil ?,netral,kecil 
766," @ANTI_LGBTQ_5  Yup, Mazda, Suzuki, dan Subaru terbilang kecil dibandingkan pabrikan Jepang lain semacam Toyota dan Honda. Ingat Suzuki Kizashi? Satu satunya Suzuki punya mid size sedan. Itu pun disuntik mati. Padahal bagus banget!!! Lihat reviewnya. Sampai sekarang mereka ngga punya model di mid size sedan, apalagi di flagship.",negatif,antilgbtq5 yup mazda suzuki dan subaru terbilang kecil dibandingkan pabrikan jepang lain semacam toyota dan honda ingat suzuki kizashi satu satunya suzuki punya mid size sedan itu pun disuntik mati padahal bagus banget lihat reviewnya sampai sekarang mereka ngga punya model di mid size sedan apalagi di flagship
767,"Tidak dipungkiri, culture korporasi Jepang itu korup banget
Beda 180 derajat dari kulture masyarakatnya",negatif,tidak dipungkiri culture korporasi jepang itu korup bangetbeda 180 derajat dari kulture masyarakatnya
768,Pasti kemahalan harganya,negatif,pasti kemahalan harganya
769,Masih mending beli Neta v ll,negatif,masih mending beli neta v ll
770,"Karena hal itu jg baru bisa membuat brand jepang ini lbh serius di pasar Indo,selama ini mereka anggap remeh mulu di Indonesia,dpt yg versi disunat semua nya",negatif,karena hal itu jg baru bisa membuat brand jepang ini lbh serius di pasar indoselama ini mereka anggap remeh mulu di indonesiadpt yg versi disunat semua nya
771, @MrAdhiSuryana  tiati bang diserang pemuja negara tersebut ....,negatif,mradhisuryana tiati bang diserang pemuja negara tersebut 
772,Jadi inget Nokia sama blackberry,netral,jadi inget nokia sama blackberry
773," @YakubNg  Fakta, kalau nggak toxic culture mana ada mantan perdana menteri sampai dibunuh warga sipil. Kecuali ada sesuatu yang disembunyikan",negatif,yakubng fakta kalau nggak toxic culture mana ada mantan perdana menteri sampai dibunuh warga sipil kecuali ada sesuatu yang disembunyikan
774,"Iya emang kalo ada ente mau beli? pabrikan jepang juga mikiran cost jual juga biar untung juga, jangan jauh-jauh liat cerry banyak mobil kotor lumutan didepan dealernya ga laku?",positif,iya emang kalo ada ente mau beli pabrikan jepang juga mikiran cost jual juga biar untung juga jangan jauhjauh liat cerry banyak mobil kotor lumutan didepan dealernya ga laku
775,"​ @MrAdhiSuryana  Tapi ente lupa, Jepang itu bukan negara kaya akan sumber daya alam, mereka butuh bahan baku dari china juga..",netral,mradhisuryana tapi ente lupa jepang itu bukan negara kaya akan sumber daya alam mereka butuh bahan baku dari china juga
776,"​ @AbdulLatif-m8x Ketika orang dari negara terbelakang pemuja prabowo gibran bilang ""Pasti kemahalan"" lo tau ga si brow2 jEpang jangan disamain sama ChiNa Tolol, mereka itu dari dulu negaranya miskin sumber daya alam, gak kaya china kaya akan sumber daya alam buat kendaraan, banyak jepang ngambil bahan baku dari china, dan sekarang regulasi dirubah sama china, dan jepang mahal juga modalnya, logika aja mana ada perusahaan ga untung demi menurut kemauan konsumen miskin minta mobil murah spek sultan... otak dipake sdm rendah",negatif,abdullatifm8xketika orang dari negara terbelakang pemuja prabowo gibran bilang pasti kemahalan lo tau ga si brow2 jepang jangan disamain sama china tolol mereka itu dari dulu negaranya miskin sumber daya alam gak kaya china kaya akan sumber daya alam buat kendaraan banyak jepang ngambil bahan baku dari china dan sekarang regulasi dirubah sama china dan jepang mahal juga modalnya logika aja mana ada perusahaan ga untung demi menurut kemauan konsumen miskin minta mobil murah spek sultan otak dipake sdm rendah
777,"Jika Suzuki siap membantai mobil China, maka siap turun harga seharga mobil China",positif,jika suzuki siap membantai mobil china maka siap turun harga seharga mobil china
778,"Ngeri mobilnya ,wah banget ,gak cocok di saya ,saya hanya tukang baso kelililng",positif,ngeri mobilnya wah banget gak cocok di saya saya hanya tukang baso kelililng
779,mobil konsep sijuki keren2 tp pas masuk produksi juelek😂🤣,negatif,mobil konsep sijuki keren2 tp pas masuk produksi juelek
780,"Intinya tunggu aja, beneran kaya gini apa engga 😂",positif,intinya tunggu aja beneran kaya gini apa engga 
781,Hahaha gak akan terealisasi😅,negatif,hahaha gak akan terealisasi
782,"Keren,manteeebbb,
Yg norak cuma Velgnya",positif,kerenmanteeebbbyg norak cuma velgnya
783,👍,positif,
784,sizuki mimpi aja lah. selama kiblatnya ke india,negatif,sizuki mimpi aja lah selama kiblatnya ke india
785,3:06,netral,306
786,Suzuki klo mobil nya laris dihadang ama salesnya dengan menaikan harga... TRAGEDI JIMNY,negatif,suzuki klo mobil nya laris dihadang ama salesnya dengan menaikan harga tragedi jimny
787,N...I...C....E.....!!!!!!!!!,positif,nice
788,Mobil suzuki ev konsep akan siap melibas mobil2 ev China yg sudah berulangkali diupgrade.?,positif,mobil suzuki ev konsep akan siap melibas mobil2 ev china yg sudah berulangkali diupgrade
789,hmm.,netral,hmm
790,"Suzuki itu klo mobil konsepnya cakep bner, tpi klo udh kluar biasanya selera prindavan 😭",positif,suzuki itu klo mobil konsepnya cakep bner tpi klo udh kluar biasanya selera prindavan 
791,Next tukar tambah sama xl 7,positif,next tukar tambah sama xl 7
792,Om bahas jetour x70 plus,netral,om bahas jetour x70 plus
793,"sayang masih konsep, mobil cina sdh banjir...",negatif,sayang masih konsep mobil cina sdh banjir
794,Ahh baru concept rilisnya jauh😂😂😂,negatif,ahh baru concept rilisnya jauh
795,Headunit nya ganggu pandangan banget seperti nya,negatif,headunit nya ganggu pandangan banget seperti nya
796,Kayaknya ini bukan bikinan Suzuki India deh..,positif,kayaknya ini bukan bikinan suzuki india deh
797,maklum indo pajaknya besar bang untuk unit import,netral,maklum indo pajaknya besar bang untuk unit import
798,iya karena pemerintah kita tau sendiri kan condong ke negara mana sekarang 😅,netral,iya karena pemerintah kita tau sendiri kan condong ke negara mana sekarang 
